0.000000	0.000000	0.500000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	1.000000	0.000000	0.825123	0.000000	0.833333	0.113889	0.401961	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.500000	0.500000	0.000000	0.666667	0.000000	0.250000	0.800000	0.000000	0.000000	0.285714	0.000000	0.000000	0.833333	1.000000	1.000000	0.191489	0.000000	1.000000	
0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.500000	0.000000	0.000000	0.400000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	1.000000	0.000000	0.723404	1.000000	0.000000	
0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.088670	0.003788	0.000000	0.033333	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.666667	0.000000	0.000000	0.400000	0.000000	0.285714	0.000000	0.000000	0.166667	1.000000	0.000000	0.531915	1.000000	0.000000	
0.000000	0.000000	0.500000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.046798	0.204545	0.055556	0.250000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.750000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.142857	0.000000	0.000000	0.166667	1.000000	1.000000	0.531915	0.000000	1.000000	
0.000000	0.485374	0.500000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.381773	0.000000	0.000000	0.616667	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.142857	0.000000	0.000000	0.166667	1.000000	0.000000	0.744681	0.000000	1.000000	
0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.004926	0.272727	0.000000	0.022222	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.250000	0.000000	1.000000	0.000000	0.714286	0.000000	0.000000	0.500000	1.000000	0.000000	0.297872	1.000000	0.000000	
0.000000	0.000000	0.500000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.226601	0.034091	0.000000	0.122222	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.297872	0.000000	1.000000	
0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.012315	0.204545	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.250000	0.500000	0.500000	0.333333	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.285714	0.000000	0.000000	0.666667	1.000000	0.000000	0.106383	0.000000	1.000000	
0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.174877	0.000000	0.000000	0.027778	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	0.000000	0.000000	0.250000	0.200000	0.000000	0.000000	0.142857	0.000000	0.000000	0.166667	1.000000	0.000000	0.510638	0.000000	1.000000	
0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.032020	0.049242	0.000000	0.033333	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	1.000000	0.000000	0.255319	1.000000	0.000000	
